sampleName	NTRK1_uc001fqf.1	NTRK1_uc009wsi.1	NTRK1_uc001fqh.1	NTRK1_uc001fqi.1	NTRK1_uc009wsk.1	NTRK2_uc011lsz.1	NTRK2_uc011lta.1	NTRK2_uc004aoc.2	NTRK2_uc004any.1	NTRK2_uc004aoa.1	NTRK2_uc004anz.1	NTRK2_uc004anv.1	NTRK2_uc004aob.1	NTRK2_uc011ltb.1	NTRK3_uc002bmh.2	NTRK3_uc002bme.1	NTRK3_uc002bmf.1	NTRK3_uc010upl.1	NTRK3_uc010bnh.1	NTRK3_uc010bni.2	NTRK3_uc002bmg.2
TCGA.E1.5319.01A.01R.1896.07.1	0	0.228929519546684	0	0	0.903900547980647	0.148185484362496	0	4.02449930144178	0.0817798300341021	3.85162203660362	3.07608143151549	1.48078178645198	7.29243309399331	8.67596065757454	3.24283090687562	0	0	0.552325445612599	2.20362262977795	4.63752510050802	4.69098146903254
TCGA.HT.7693.01A.11R.2256.07.1	0	0.308363015788723	0	0	0	0.298022558307421	0	3.95346602488346	0.0309048263147819	2.97630544012989	2.57758133332151	2.34147923103106	7.13208893893896	8.6920646126172	2.08824124457409	1.50661025289763	0	0.444123451623591	0.967761503895539	4.56643836893597	4.49325124961696
TCGA.HT.8108.01A.11R.2404.07.1	0.332830088272818	0.261804797300648	0	0	0	0.532350043552355	0	4.37741092701247	0.0163389998858438	3.80773505467932	3.14446761480214	3.79471018250502	8.06205614074039	8.85742307579021	2.85848963403891	1.41443147849081	0	0.235659245094232	0	4.61022537067441	4.8584315597196
TCGA.S9.A7J2.01A.11R.A34F.07.1	0.788611262926963	0	0	0	0	0.116654615058452	0	4.29657454497756	0.0738597829368582	3.97302656240952	3.1464027072645	4.38699236915453	8.01429159648835	8.30167561470231	3.3445556428429	1.97659833865845	0	0	1.58565860186057	4.41451151910494	4.56541417880014
TCGA.FG.A6J3.01A.11R.A31N.07.1	0	1.26019313062595	0	0	0	0	0	0.672741413949576	0.023779625961281	0.275174978096243	0.0209110070438405	0	1.18664112312871	4.46356870257087	0	0	0	0	0	2.45113924375201	0.302058825899016
TCGA.FG.6688.01A.11R.1896.07.1	0.689825379092535	0	0	0	0	0	0	2.8879375712138	0.0120300199125481	2.38229193856558	0	2.80832003776611	6.35872344054102	8.98859125457237	0.703740783842185	0.559501921471077	0	0	0.187601573273634	3.3000463517392	3.02045749158758
TCGA.S9.A6TX.01A.21R.A32Q.07.1	0.252903678717327	0.273925639540555	0	0	0	0.196479670883464	0	3.86148818955799	0.0266162815960939	2.89491398655651	2.22108891208092	0	5.62954281783151	7.42302098036699	2.95583051249941	1.33351603663442	0	0.241782464191082	1.54052300968705	4.53492079666511	4.65841755818125
TCGA.VM.A8C8.01A.11R.A36H.07.1	0.30613874252607	0.121861740949242	0	0	0	0	0	3.92311237507294	0.0522307551419839	2.77597371011287	0	3.54862378092142	5.78383982739928	9.28159835579742	1.45892668202746	0	0	0	0.807000457644549	4.12469044913942	4.08726631127426
TCGA.HT.A74L.01A.11R.A32Q.07.1	0.245053498763538	0.274031916671365	0	0	0	0.269838336594489	0	4.31974033725572	0.0467962740488951	4.2561026349403	3.10652208428112	3.49951557762403	7.80431121612686	8.91957530363487	3.74157483898809	2.4998678228762	0	0.569391178013099	2.28335809489103	5.26717624527698	5.51455264491157
TCGA.HT.A74K.01A.11R.A32Q.07.1	0.204849547746018	0.332394345362496	0	0.318279890272295	0	0	0	2.71911538632331	0	0.716506006115072	0	0	1.67689224994705	6.34639386727099	0.786462434174273	0	0	0	0	3.87394673800584	2.07901481316836
TCGA.S9.A7QY.01A.11R.A34F.07.1	0.646630953388152	0.238038846555833	0	0	0	0.0540180496441522	0	3.37342187355546	0.0284512710431736	2.6387100490995	1.89315801434979	2.2015022343521	5.71406173288366	8.11771277123876	1.96996990261616	1.00918196513943	0	0.446312555513058	0.93764953298104	4.52026064565063	4.6392609218895
TCGA.DB.A4XA.01A.11R.A26U.07.1	0	0.105472640626603	0	0.327375442747037	1.41351194480141e-11	0	0	3.43287435369371	0.0538521153082081	2.54140888194212	0	0.478258979561515	5.23820962920904	8.20354368608669	1.78460227449735	0.513418326666411	0	0.207524141261313	0	4.32052042709284	3.63613556988706
TCGA.HT.A4DV.01A.11R.A26U.07.1	0	0.317753174038823	0	0	0	0	0	2.8128670898709	0	2.19990634759378	0	0	4.51638371961543	8.29354230603318	1.24906291440323	0	0	0	1.02938490930125	4.61792046635626	3.5785949968013
TCGA.WY.A85A.01A.21R.A36H.07.1	0.400009304942426	0.10025149335213	0	0	0	0	0	3.47835289167488	0.0398184568289029	2.43099709440822	1.45099757728219	4.45711816818697	7.51467875871409	9.13283221697689	2.02002763114332	0	0	0.379546547663351	0.742861903434272	4.61843153131587	4.49023977571174
TCGA.E1.5311.01A.01R.1470.07.1	0	0.163953794974213	0	0	0	0.260312153934948	0	4.11881671008874	0.0140827571633791	4.82962317952694	3.20629111283708	0.925636682483989	7.7949344991777	8.13811658020865	3.05004720039284	1.65342056119085	0	0.308688863131121	1.8287168400903	4.00321489398378	4.25503274988778
TCGA.E1.A7YI.01A.11R.A34F.07.1	0.18828741889445	0	0	0	0	0	0	0.781456936559237	0	1.0587100683004	0	0	3.31262937605776	3.84685465398847	3.50122841909677	0	0	0.345486220004621	2.66546410961661	4.57759708012585	4.78423995039048
TCGA.E1.5305.01A.01R.1896.07.1	0	0.215077635815807	0	0	0	0.714310215992396	0	4.04566066839464	0.0588443289655803	4.06050327050184	2.973891894783	2.73134401566027	8.44317337386279	8.85255270427753	2.62096969130963	1.32831177946931	0	0	0.815957814486232	3.76954117858976	4.11500888195582
TCGA.F6.A8O4.01A.11R.A36H.07.1	0.126844650392479	0.218626654669889	0	0	0	0	0	2.53676580192542	0	2.49949881486787	0	5.17765860259762	7.32791023204235	8.746729844692	1.96321860053721	1.06910871459261	0	0.0965829560747738	0.421746082495744	3.94828839337972	3.73570838468587
TCGA.HT.8113.01A.11R.2404.07.1	0.347106501174645	0	0	0	0	0.281313379600948	0	3.99393875062114	0.0174011921542883	4.88866634564086	3.43790442106532	0	6.95413564171704	8.1602934883471	1.98891177189986	1.30214295588115	0	0.145547575999409	1.23508529617374	3.63867058973655	4.00192234217486
TCGA.DH.A66G.01A.21R.A31N.07.1	0.27576467637315	0	0	0	0	0.762046856387999	0	4.08886264144664	0.0417449788695979	4.51071238805362	3.73145253387401	1.41300300234718	8.09866594617623	8.75184022653284	2.97954285626873	1.38690823526246	0	1.07165585293598	1.33841213424388	4.54799996158114	5.04822545933485
TCGA.HT.7620.01A.11R.2256.07.1	0.427412424878559	0	0	0	0	0.172986934989367	0	4.10001341347166	0	3.60363247443662	2.4035291533378	3.2598570831532	6.6929249807868	8.55114502412866	2.36774706569674	0.62762437433546	0	0	0	3.94612804107145	4.19883137086557
TCGA.P5.A731.01A.11R.A32Q.07.1	0	0.31963171086137	0	0	0	0	0	3.59218815573054	0.0281360339055936	2.29119916423075	2.071019334833	4.363131742658	6.46633034272236	9.42413200459022	2.04169549171282	0	0	0.108567919263348	0.171898966211716	4.15288518831197	3.89530801860013
TCGA.HT.7480.01A.11R.2090.07.1	0.525827752814133	0	0	0	0	0.460575934807968	0	3.56116999523262	0.0155650425397516	3.75172743494374	2.4988902822343	3.5665759204351	7.68036298510424	8.03849123112949	3.15736205386332	1.70114276912143	0	0.270815772429679	1.11961428880719	4.1746234435453	4.49976580953144
TCGA.HT.7689.01A.11R.2256.07.1	0.488300308714369	0	0	0	0	0.340333087676926	0	3.75991584389262	0	3.13833938131163	2.29431835751684	4.04161253272049	8.01423431217704	9.05385112940483	2.19140482423013	0.713018301436665	0	0.293844128858374	0.793277599826187	4.17284123039116	4.31336380601959
TCGA.HT.8109.01A.11R.2404.07.1	0.256942601188946	0	0	0	7.47140767546494e-09	0.202324037280663	0	4.2911697755726	0.0163480455419176	4.91412871701612	3.88007906868795	2.34226771010328	7.79933072484795	8.61727941468363	3.41757323187958	1.92271179952563	0	0.403017569139741	1.6774579293089	4.20885906497259	4.30661790865836
TCGA.E1.A7YE.01A.11R.A34F.07.1	0.756801549564708	0	0	0	0	0.0902990649511157	0	3.8238677217587	0.0148728040755793	3.02435539036034	2.78623725379872	1.41083397166229	7.28190601677911	7.91544951128647	2.52763787977214	0.262150218454902	0	0.588260313975752	0.791685980367013	3.94928091751374	4.11706335354779
TCGA.S9.A7R1.01A.12R.A34R.07.1	0.685080621528002	0.317454232632795	0	0.778382206330932	0	0	0	3.60259326231969	0.0184698392613865	3.99589413020968	2.73694982358516	0	6.35381142271602	7.85401934945834	2.22997864913424	1.12491435967041	0.773545518150935	0.216793122903377	1.55014052939536	3.77272980833591	3.59622845139131
TCGA.FG.A710.01A.12R.A33Z.07.1	0	0.239481112786817	0	0	0	0.0499661147510691	0	3.37370834908948	0.0268042063832252	2.61570947550618	1.5602971464964	3.14833459515572	6.53380812463354	8.49926761441806	2.45716167395	0.272781409779918	0	0.623279422516388	0.533419999076679	4.60110203879131	4.45439006350022
TCGA.S9.A7J0.01A.11R.A34F.07.1	0.314814621600894	0	0	0	0	0	0	2.12834310948575	0.0150820087506222	1.93797400672702	0	1.79300310001202	4.72739872698349	5.89924333959011	2.12613524752478	0.603179630091991	0	0.546995176583229	1.58194224892467	4.22240397695217	4.28546664715914
TCGA.DU.A6S6.01A.21R.A32Q.07.1	0	0.410302227721956	0	0	0	0	0	3.50844258734946	0.104851104345091	4.14461744748465	3.16257568223559	3.7686390756558e-10	7.79063635468913	6.95020597829023	3.48738389389322	1.60416173535869	0	0	1.50014129561346	4.24803333251833	4.76852710709902
TCGA.DU.6392.01A.11R.1708.07.1	0.22838062471536	0	0	0	0	0.0575804025471723	0	2.2083407930497	0.0116495728025155	2.84535356339445	2.1290538928585	0	4.77686324320658	5.71447342768416	2.66777760056249	0.690358243606207	0	0.344841557208533	1.41060432195759	4.67449173663088	4.39085291750011
TCGA.QH.A6CU.01A.11R.A31N.07.1	0.358212435421814	0	0	0	0	0	0	3.08999642345679	0	1.15195296709496	0	0.420861355605132	3.29299325844557	8.96267117166448	1.24961379754669	0.503954311396543	0	0	0	5.03034436389989	3.29731958748061
